cve_ent,cve_mun,cve_loc,nom_loc
"20	","309	","0000	","San Pedro Ixcatlán"
"20	","309	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","310	","0000	","San Pedro Ixtlahuaca"
"20	","310	","0001	","San Pedro Ixtlahuaca"
"20	","312	","0000	","San Pedro Jicayán"
"20	","312	","0001	","San Pedro Jicayán"
"20	","312	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","314	","0000	","San Pedro Juchatengo"
"20	","314	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","315	","0000	","San Pedro Mártir"
"20	","315	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","318	","0000	","San Pedro Mixtepec"
"20	","318	","0001	","San Pedro Mixtepec Distrito 22"
"20	","318	","0002	","Bajos de Chila"
"20	","318	","0009	","Puerto Escondido"
"20	","318	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","321	","0000	","San Pedro Nopala"
"20	","321	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","324	","0000	","San Pedro Pochutla"
"20	","324	","0001	","San Pedro Pochutla"
"20	","324	","0025	","Puerto Ángel"
"20	","324	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","324	","9999	","Localidad no especificada"
"20	","325	","0000	","San Pedro Quiatoni"
"20	","325	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","326	","0000	","San Pedro Sochiápam"
"20	","326	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","327	","0000	","San Pedro Tapanatepec"
"20	","327	","0001	","San Pedro Tapanatepec"
"20	","327	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","329	","0000	","San Pedro Teozacoalco"
"20	","329	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","332	","0000	","San Pedro Topiltepec"
"20	","332	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","333	","0000	","San Pedro Totolápam"
"20	","333	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","334	","0000	","Villa de Tututepec"
"20	","334	","0001	","Villa de Tututepec"
"20	","334	","0034	","Río Grande o Piedra Parada"
"20	","334	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","337	","0000	","San Pedro y San Pablo Ayutla"
"20	","337	","0001	","San Pedro y San Pablo Ayutla"
"20	","338	","0000	","Villa de Etla"
"20	","338	","0001	","Villa de Etla"
"20	","338	","0007	","Santo Domingo [Fraccionamiento]"
"20	","338	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","339	","0000	","San Pedro y San Pablo Teposcolula"
"20	","339	","0001	","San Pedro y San Pablo Teposcolula"
"20	","339	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","342	","0000	","San Raymundo Jalpan"
"20	","342	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","344	","0000	","San Sebastián Coatlán"
"20	","344	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","345	","0000	","San Sebastián Ixcapa"
"20	","345	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","346	","0000	","San Sebastián Nicananduta"
"20	","346	","0001	","San Sebastián Nicananduta"
"20	","346	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","348	","0000	","San Sebastián Tecomaxtlahuaca"
"20	","348	","0001	","San Sebastián Tecomaxtlahuaca"
"20	","348	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","349	","0000	","San Sebastián Teitipac"
"20	","349	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","350	","0000	","San Sebastián Tutla"
"20	","350	","0001	","San Sebastián Tutla"
"20	","350	","0002	","El Rosario"
"20	","351	","0000	","San Simón Almolongas"
"20	","351	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","356	","0000	","Santa Ana del Valle"
"20	","356	","0001	","Santa Ana del Valle"
"20	","357	","0000	","Santa Ana Tavela"
"20	","357	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","360	","0000	","Santa Ana Zegache"
"20	","360	","0001	","Santa Ana Zegache"
"20	","360	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","363	","0000	","Santa Catarina Ixtepeji"
"20	","363	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","364	","0000	","Santa Catarina Juquila"
"20	","364	","0001	","Santa Catarina Juquila"
"20	","364	","0075	","Ampliación Barrio Grande y la Asunción"
"20	","364	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","367	","0000	","Santa Catarina Mechoacán"
"20	","367	","0001	","Santa Catarina Mechoacán"
"20	","367	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","370	","0000	","Santa Catarina Tayata"
"20	","370	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","375	","0000	","Santa Cruz Amilpas"
"20	","375	","0001	","Santa Cruz Amilpas"
"20	","378	","0000	","Santa Cruz Mixtepec"
"20	","378	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","380	","0000	","Santa Cruz Papalutla"
"20	","380	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","382	","0000	","Santa Cruz Tacahua"
"20	","382	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","384	","0000	","Santa Cruz Xitla"
"20	","384	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","385	","0000	","Santa Cruz Xoxocotlán"
"20	","385	","0001	","Santa Cruz Xoxocotlán"
"20	","385	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","386	","0000	","Santa Cruz Zenzontepec"
"20	","386	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","388	","0000	","Santa Inés del Monte"
"20	","388	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","390	","0000	","Santa Lucía del Camino"
"20	","390	","0001	","Santa Lucía del Camino"
"20	","390	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","391	","0000	","Santa Lucía Miahuatlán"
"20	","391	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","393	","0000	","Santa Lucía Ocotlán"
"20	","393	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","394	","0000	","Santa María Alotepec"
"20	","394	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","396	","0000	","Santa María la Asunción"
"20	","396	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","397	","0000	","Heroica Ciudad de Tlaxiaco"
"20	","397	","0001	","Heroica Ciudad de Tlaxiaco"
"20	","397	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","398	","0000	","Ayoquezco de Aldama"
"20	","398	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","399	","0000	","Santa María Atzompa"
"20	","399	","0001	","Santa María Atzompa"
"20	","399	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","400	","0000	","Santa María Camotlán"
"20	","400	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","401	","0000	","Santa María Colotepec"
"20	","401	","0001	","Santa María Colotepec"
"20	","401	","0050	","Brisas de Zicatela"
"20	","401	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","403	","0000	","Santa María Coyotepec"
"20	","403	","0001	","Santa María Coyotepec"
"20	","405	","0000	","Villa de Chilapa de Díaz"
"20	","405	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","406	","0000	","Santa María Chilchotla"
"20	","406	","0001	","Santa María Chilchotla"
"20	","406	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","407	","0000	","Santa María Chimalapa"
"20	","407	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","408	","0000	","Santa María del Rosario"
"20	","408	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","409	","0000	","Santa María del Tule"
"20	","409	","0001	","Santa María del Tule"
"20	","409	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","410	","0000	","Santa María Ecatepec"
"20	","410	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","411	","0000	","Santa María Guelacé"
"20	","411	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","412	","0000	","Santa María Guienagati"
"20	","412	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","413	","0000	","Santa María Huatulco"
"20	","413	","0001	","Santa María Huatulco"
"20	","413	","0021	","Bahía de Santa Cruz Huatulco"
"20	","413	","0078	","Crucecita"
"20	","413	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","413	","9999	","Localidad no especificada"
"20	","414	","0000	","Santa María Huazolotitlán"
"20	","414	","0001	","Santa María Huazolotitlán"
"20	","414	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","415	","0000	","Santa María Ipalapa"
"20	","415	","0001	","Santa María Ipalapa"
"20	","415	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","417	","0000	","Santa María Jacatepec"
"20	","417	","0001	","Santa María Jacatepec"
"20	","417	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","418	","0000	","Santa María Jalapa del Marqués"
"20	","418	","0001	","Santa María Jalapa del Marqués"
"20	","418	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","420	","0000	","Santa María Lachixío"
"20	","420	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","421	","0000	","Santa María Mixtequilla"
"20	","421	","0001	","Santa María Mixtequilla"
"20	","421	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","427	","0000	","Santa María Petapa"
"20	","427	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","431	","0000	","Santa María Tecomavaca"
"20	","431	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","434	","0000	","Santa María Teopoxco"
"20	","434	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","438	","0000	","Santa María Tlalixtac"
"20	","438	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","439	","0000	","Santa María Tonameca"
"20	","439	","0016	","Mazunte"
"20	","439	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","441	","0000	","Santa María Xadani"
"20	","441	","0001	","Santa María Xadani"
"20	","441	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","446	","0000	","Santa María Yucuhiti"
"20	","446	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","447	","0000	","Santa María Zacatepec"
"20	","447	","0001	","Santa María Zacatepec"
"20	","447	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","449	","0000	","Santa María Zoquitlán"
"20	","449	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","450	","0000	","Santiago Amoltepec"
"20	","450	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","452	","0000	","Santiago Apóstol"
"20	","452	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","453	","0000	","Santiago Astata"
"20	","453	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","457	","0000	","Santiago Camotlán"
"20	","457	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","459	","0000	","Villa de Santiago Chazumba"
"20	","459	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","460	","0000	","Santiago Choápam"
"20	","460	","0001	","Santiago Choápam"
"20	","460	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","462	","0000	","Santiago Huajolotitlán"
"20	","462	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","466	","0000	","Santiago Ixtayutla"
"20	","466	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","467	","0000	","Santiago Jamiltepec"
"20	","467	","0001	","Santiago Jamiltepec"
"20	","467	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","467	","9999	","Localidad no especificada"
"20	","468	","0000	","Santiago Jocotepec"
"20	","468	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","469	","0000	","Santiago Juxtlahuaca"
"20	","469	","0001	","Santiago Juxtlahuaca"
"20	","469	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","470	","0000	","Santiago Lachiguiri"
"20	","470	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","473	","0000	","Santiago Laxopa"
"20	","473	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","474	","0000	","Santiago Llano Grande"
"20	","474	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","475	","0000	","Santiago Matatlán"
"20	","475	","0001	","Santiago Matatlán"
"20	","475	","0005	","San Pablo Guilá"
"20	","475	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","477	","0000	","Santiago Minas"
"20	","477	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","481	","0000	","Santiago Nuyoó"
"20	","481	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","482	","0000	","Santiago Pinotepa Nacional"
"20	","482	","0001	","Santiago Pinotepa Nacional"
"20	","482	","0007	","El Ciruelo"
"20	","482	","0021	","Mancuernas"
"20	","482	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","483	","0000	","Santiago Suchilquitongo"
"20	","483	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","484	","0000	","Santiago Tamazola"
"20	","484	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","485	","0000	","Santiago Tapextla"
"20	","485	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","486	","0000	","Villa Tejúpam de la Unión"
"20	","486	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","487	","0000	","Santiago Tenango"
"20	","487	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","489	","0000	","Santiago Tetepec"
"20	","489	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","490	","0000	","Santiago Texcalcingo"
"20	","490	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","496	","0000	","Santiago Xiacuí"
"20	","496	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","498	","0000	","Santiago Yaveo"
"20	","498	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","499	","0000	","Santiago Yolomécatl"
"20	","499	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","500	","0000	","Santiago Yosondúa"
"20	","500	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","501	","0000	","Santiago Yucuyachi"
"20	","501	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","502	","0000	","Santiago Zacatepec"
"20	","502	","0001	","Santiago Zacatepec"
"20	","502	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","505	","0000	","Santo Domingo Ingenio"
"20	","505	","0001	","Santo Domingo Ingenio"
"20	","505	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","506	","0000	","Santo Domingo Albarradas"
"20	","506	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","507	","0000	","Santo Domingo Armenta"
"20	","507	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","508	","0000	","Santo Domingo Chihuitán"
"20	","508	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","510	","0000	","Santo Domingo Ixcatlán"
"20	","510	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","511	","0000	","Santo Domingo Nuxaá"
"20	","511	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","513	","0000	","Santo Domingo Petapa"
"20	","513	","0001	","Santo Domingo Petapa"
"20	","515	","0000	","Santo Domingo Tehuantepec"
"20	","515	","0001	","Santo Domingo Tehuantepec"
"20	","515	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","515	","9999	","Localidad no especificada"
"20	","516	","0000	","Santo Domingo Teojomulco"
"20	","516	","0001	","Santo Domingo Teojomulco"
"20	","516	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","520	","0000	","Santo Domingo Tonalá"
"20	","520	","0001	","Santo Domingo Tonalá"
"20	","520	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","522	","0000	","Santo Domingo Xagacía"
"20	","522	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","524	","0000	","Santo Domingo Yodohino"
"20	","524	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","525	","0000	","Santo Domingo Zanatepec"
"20	","525	","0001	","Santo Domingo Zanatepec"
"20	","525	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","526	","0000	","Santos Reyes Nopala"
"20	","526	","0001	","Santos Reyes Nopala"
"20	","526	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","528	","0000	","Santos Reyes Tepejillo"
"20	","528	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","530	","0000	","Santo Tomás Jalieza"
"20	","530	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","531	","0000	","Santo Tomás Mazaltepec"
"20	","531	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","537	","0000	","Silacayoápam"
"20	","537	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","539	","0000	","Soledad Etla"
"20	","539	","0001	","Soledad Etla"
"20	","539	","7777	","Cifra confidencial. Establecido en la Ley del SNIEG."
"20	","540	","0000	","Villa de Tamazulápam del Progreso"
"20	","540	","0001	","Villa de Tamazulápam del Progreso"
"20	","543	","0000	","Tataltepec de Valdés"
